sample_id	label	feature_version	random_seed	num_scrambles	computed_at	comp_frac_A	comp_frac_C	comp_frac_D	comp_frac_E	comp_frac_F	comp_frac_G	comp_frac_H	comp_frac_I	comp_frac_K	comp_frac_L	comp_frac_M	comp_frac_N	comp_frac_P	comp_frac_Q	comp_frac_R	comp_frac_S	comp_frac_T	comp_frac_V	comp_frac_W	comp_frac_Y	comp_frac_polar	comp_frac_hydrophobic	comp_frac_aromatic	comp_frac_KR	comp_frac_DE	comp_FCR	comp_FCE	comp_frac_disorder_promoting	comp_cum_patch_A	comp_cum_patch_C	comp_cum_patch_D	comp_cum_patch_E	comp_cum_patch_F	comp_cum_patch_G	comp_cum_patch_H	comp_cum_patch_I	comp_cum_patch_K	comp_cum_patch_L	comp_cum_patch_M	comp_cum_patch_N	comp_cum_patch_P	comp_cum_patch_Q	comp_cum_patch_R	comp_cum_patch_S	comp_cum_patch_T	comp_cum_patch_V	comp_cum_patch_W	comp_cum_patch_Y	comp_ratio_RK	comp_ratio_ED	comp_NCPR	comp_pI	comp_hydropathy_KD	comp_PPII	pat_pol_pol	pat_pol_hyd	pat_pol_pos	pat_pol_neg	pat_pol_aro	pat_pol_ala	pat_pol_pro	pat_pol_gly	pat_hyd_hyd	pat_hyd_pos	pat_hyd_neg	pat_hyd_aro	pat_hyd_ala	pat_hyd_pro	pat_hyd_gly	pat_pos_pos	pat_pos_neg	pat_pos_aro	pat_pos_ala	pat_pos_pro	pat_pos_gly	pat_neg_neg	pat_neg_aro	pat_neg_ala	pat_neg_pro	pat_neg_gly	pat_aro_aro	pat_aro_ala	pat_aro_pro	pat_aro_gly	pat_ala_ala	pat_ala_pro	pat_ala_gly	pat_pro_pro	pat_pro_gly	pat_gly_gly
SMP_f0cb64af80bc3fac	idr_pos	nardini90_v1	7	200	2026-02-26T13:55:51.990364+00:00	0.8228600552133168	-0.615331267842693	-0.80926413825935	-1.3532133035410745	0.1393177917421711	1.2559826116461954	-0.1161811643760908	-0.1577017992570631	-0.829760619763188	-0.6629199945286169	-0.9155000256459672	1.213362126320232	2.063662496652478	-0.3481482068211591	-0.588818603162914	-0.6862992590097446	-1.2005015844308145	-0.1508396168147897	0.2148222493773476	1.2998598080940833	-0.6759151609665215	-0.6870287972208298	0.9689105754733892	-1.125880230516508	-1.379062156487345	-1.6310873270985675	-0.4998864089647322	0.4614665245875473	-0.5972049063891696	-0.3242632682813081	-0.6605543781677449	-0.4663262746051428	-0.5704523956505839	-0.2932650914317929	-0.4269767935856913	-0.5978540330491015	-0.3977995291630896	-0.4769772533602458	-0.4456237604496098	0.2606526164819897	-0.0320360337862435	-0.3313156065719801	-0.2963651620760938	-0.4880108839067624	-0.5614762318477812	-0.3558934210188276	-0.266219618665977	-0.46120170331022	-0.0828917381883341	-0.0567533093609646	0.2421323944891301	0.7404789920408993	0.3442373870299587	0.9956375809925928	0.0937156088972294	0.0599027718248351	0.0	0.0	0.0	0.0874273258395987	0.8889720070443332	0.8573448856043624	3.500021545888427	0.0	0.0	0.0	3.249181238488286	2.669537964028423	3.091395964943161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5062884509722815	-2.6113416012317856	-2.827446217479762	0.310778161240401	-3.919026427004557	-0.3983460405891879
SMP_c36f65478fd1c8c6	idr_pos	nardini90_v1	7	200	2026-02-26T14:02:33.762992+00:00	-1.962923287701155	-0.8778859931111329	-2.3601059574877556	-1.886266219726795	-1.9997659930171685	-1.4000088486862352	-1.4901863107844735	-2.044661864785759	-1.1026591081090316	-2.5630452625474858	-1.8360494581756772	-1.200639466140402	5.424570982820308	-1.205379091885617	-1.4774438391215554	7.544080400360047	4.991837373566378	-2.447695461468617	-1.0756245750387663	6.211419860089401	4.02568879413828	-3.568438420821426	2.399379226078841	-2.019247863518802	-2.520658333577695	-2.956769562606941	0.0968429044621104	1.7505454927378088	-0.5972049063891696	-0.3242632682813081	-0.6605543781677449	-0.6471875386905204	-0.5704523956505839	-0.4387820894626149	-0.4269767935856913	-0.5978540330491015	-0.6531394128358436	-0.6255304554944622	-0.4456237604496098	-0.5194778404966106	-0.4554165628487191	-0.3313156065719801	-0.5495912903710969	-0.088249438827191	-0.3041375255470608	-0.6031966919724256	-0.266219618665977	-0.46120170331022	-0.0828917435776085	18.979902675706633	0.4721342001059651	1.0037029976234235	-1.518950881038258	3.2012789529481434	-4.410958378196321	0.0	0.0	0.0	-7.4793760903133535	0.0	-6.447433180194763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.849911260122685	0.0	-3.640117774321397	0.0	0.0	0.0	0.0	-7.414488585086603	0.0	0.0
SMP_cfba9c5fd33d8881	idr_pos	nardini90_v1	7	200	2026-02-26T14:00:11.806800+00:00	-0.1712713445717391	-0.4460525633933041	-0.1872647146604328	0.1614944797006615	-0.5664130670697552	-0.7463162550788212	0.3177151976476088	-0.3894337371290084	0.4771780744610364	-0.9073383851416504	-0.8266750804018725	0.2316785479159716	1.593748240227797	-0.1277167965817296	-0.1690440257512915	0.8702508105986407	-0.272150907059561	-0.1069763072201639	-0.1323154928632445	0.0078893702552085	0.3527806388327319	-0.8661409282130773	-0.3677785052401088	0.2653717349190462	0.0267281173630624	0.1862903202332828	1.1469675896674605	0.8172423770939728	-0.4696244205187511	-0.3242632682813081	0.0677770047568218	0.347549413779056	0.2188358924976606	-0.2932650914317929	-0.4269767935856913	-0.1437093324346432	0.1128802381824185	-0.4769772533602458	-0.4456237604496098	0.2606526164819897	0.8852884458491203	-0.2025407275401957	-0.2963651620760938	0.3781389137656422	-0.0467988192463405	-0.1085901500652297	-0.266219618665977	-0.46120170331022	-0.0828917412887275	-0.0567532279723631	0.1816311422676908	0.5569615645553904	-0.952855884663508	1.7782875409231211	1.0613409022782443	1.99637803553864	-0.2475219432716612	1.8278351008378255	0.0	0.0	1.6606624783498556	0.0	1.2578493449830457	-0.7318179087891707	2.9411395218099496	0.0	0.0	0.4008734863326163	0.0	0.1349677789525688	3.604899121101783	0.0	0.0	1.4954095890364254	0.0	2.454841706866346	0.0	0.0	4.57589752033639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.490031496691278	0.0	0.0
SMP_4129c86fd4c90074	idr_pos	nardini90_v1	7	200	2026-02-26T13:57:16.198970+00:00	0.013517177600737	0.5562364558341271	-0.6224680647948639	-0.3050881591499206	-0.5018081605526448	0.0459346104706886	1.049991270810856	-0.5382651738174726	-0.3845563346879438	1.4165435520194831	1.6450198244996963	-0.0257357191022623	-0.0429500213132758	-0.1794010820707914	0.074731861709893	-0.1167564841184396	-0.5577691885134404	-0.7536137675582096	-0.1719503282487706	0.5659369875304898	0.0084628260548811	0.6248923050994848	0.0085163200027669	-0.2601512610959697	-0.5246135932601913	-0.5136971358400755	-0.5702136732092489	-0.3945359089453256	0.1682780088333416	-0.3242632682813081	-0.2963886867054615	-0.1046037464343878	0.2188358924976606	0.143285902660673	-0.4269767935856913	-0.1437093324346432	-0.3977995291630896	1.2313845711832423	3.2386177519999806	-0.5194778404966106	0.1796542307449942	-0.0093784089925192	0.2100870945139122	-0.088249438827191	-0.5614762318477812	-0.3558934210188276	-0.266219618665977	1.1599084753909723	-0.0828917376839192	-0.0567532300415648	0.2207493950093818	0.4587541372444241	0.4429472324482451	-0.5010300817164828	0.8477350506856058	0.5562772523750775	0.4837112971894951	1.2299041673467543	0.0	0.0	0.0	0.0	1.096393346179303	2.9053501826387977	0.3890070993960525	0.0	0.0	0.0	0.0	1.108883199655464	0.7178650904626064	0.0	0.0	0.0	0.0	-0.2054632526246345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMP_cdc882a2417a951e	neg	nardini90_v1	7	200	2026-02-26T14:10:34.222906+00:00	-0.9305059774840602	6.181775133770153	0.3632752704037617	-0.5336118776831626	-0.5850280401340073	0.2687920060461088	0.3147465580606925	0.0467963359233866	-0.3925199897895758	-1.0463753537638891	-0.9542971281663766	1.5969038167600775	-0.0154776184558083	-0.2755694974152666	-0.2987560762147228	-0.2148414172057274	0.0002966476837338	-0.8660343444127103	0.6901756773095015	0.1558292705474456	1.848068811326799	-1.118124589510839	-0.0205865362236159	-0.547814501796893	-0.2123949115076838	-0.4889979715770675	-0.5276609534239355	-1.012276739466146	-0.4696244205187511	3.2335411893098667	2.0706883077993803	-0.2854650105197653	0.2188358924976606	1.307421886907249	-0.4269767935856913	0.3104353681798149	-0.6531394128358436	0.1915121562437277	0.7824567437002539	1.04078307346059	0.1090908092345816	-0.2025407275401957	-0.0431390337810908	0.3781389137656422	0.4678785933551001	-0.3558934210188276	-0.266219618665977	2.375741109416867	-0.0828917392714086	-0.0567532937031091	-0.2491462227170896	-0.530651646544874	-0.1409015056267779	-0.594428127077507	-0.2612554689603716	0.5366896633160724	0.0	-0.167690778474802	0.0	0.0	0.0	0.0	1.2890931933116758	0.0	-0.2326176724673782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.510522118957441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMP_69e2646a7214762d	neg	nardini90_v1	7	200	2026-02-26T14:04:40.936575+00:00	0.0289699740367721	0.2409551657032416	-0.8915057498850988	0.0784939700678156	1.71392113330113	-0.0629103617619788	-0.3191591973682384	0.6356791373856838	1.190329442370055	-0.0145764064414471	-0.0925846238391053	0.1163336934640142	-0.0925469383296719	-0.7203945939990266	-0.8095097664447672	-0.3328617944854316	-0.1395972909625545	-0.3604966114994478	-0.4646175559023488	0.9398729334324812	-0.5899391190478156	0.061434324025419	1.4411705606015048	0.3700716119084768	-0.3757723615906652	-0.0145778521811001	-0.0705895628293717	-0.2855920270771921	-0.4696244205187511	-0.3242632682813081	-0.6605543781677449	-0.1950343784770765	-0.5704523956505839	-0.2932650914317929	-0.4269767935856913	-0.5978540330491015	-0.1424596454903355	-0.3284240512260294	-0.4456237604496098	-0.5194778404966106	-0.4554165628487191	-0.3313156065719801	-0.5495912903710969	-0.3547570688802386	-0.5614762318477812	-0.6031966919724256	-0.266219618665977	-0.46120170331022	-0.0828917434965668	-0.0567531665860452	0.5837935922171301	0.989713818798288	0.5270477422228851	-0.1188681083463749	-0.34140153205393	0.5517953148180703	-0.8180263875292505	1.7379598794729771	-1.7768833321727018	0.0	0.0	0.0	0.6537672017418371	-0.2406579989794185	-0.4357406686512082	-0.8411043349211187	0.0	0.0	0.0	-0.5656970027085217	0.740133043024526	-0.4415407021195324	0.0	0.0	0.0	1.8514152701086608	0.7914453454201905	0.0	0.0	0.0	-0.882183671014319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMP_7d6be822794ac0a8	idr_pos	nardini90_v1	7	200	2026-02-26T13:55:12.672390+00:00	0.6416130559699555	-0.137600113594855	-0.9025478567091788	-0.4231889132794851	-1.441316801089605	0.1646900971798972	-0.1988280904758432	-1.1579325106839284	0.7188087556750319	-0.034415561523674	-0.2498897216739841	-0.8299649083663316	0.873163458413139	-0.250725396045697	0.1679560472444997	1.451975586683247	0.1875424216709433	-0.2960422968521724	-0.0649362727078501	-1.2498968503016818	0.3094220994458915	-0.6329220076502552	-1.6480488909884263	0.717824774766229	-0.7466924920846629	-0.040106910547066	0.4776573507453687	1.5428744317633876	-0.0868829629074954	-0.3242632682813081	-0.2963886867054615	0.0762575176509897	0.2188358924976606	-0.0022310953701489	-0.4269767935856913	-0.5978540330491015	0.1128802381824185	-0.2541474501589213	-0.4456237604496098	-0.5194778404966106	0.4619079167866446	-0.3313156065719801	-0.0431390337810908	1.2442887114380468	-0.5614762318477812	-0.6031966919724256	-0.266219618665977	-0.46120170331022	-0.0828917408829713	-0.0567532141776849	1.1466303108482063	1.6727107852664758	-0.3542506253390573	0.6936996855264479	2.0589559260335575	2.7834003508676664	4.741329385022793	0.0	0.0	3.3721459824231874	0.0	0.0	1.3510089111982178	1.2198728020143297	0.0	0.0	-0.1814085095957929	0.0	0.0	2.205307613678524	0.0	0.0	2.037620413589864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2789381215049962	0.0	0.0	0.0	0.0	0.0
SMP_961bc53df586b803	idr_pos	nardini90_v1	7	200	2026-02-26T14:02:57.321193+00:00	-0.123683129964161	-0.8778859931111329	-1.0305090617158028	-1.1561253603201247	0.2009374892455266	-0.320490360768109	-0.6420349858410275	-1.7534643238091083	-0.5316223047069738	-0.1960679362677437	-1.3625157994669788	-0.9968356955326556	3.387605456923705	1.2390454196845735	-0.1997417300982555	3.599105576189971	0.063042145139765	-2.298741298139374	-1.0756245750387663	-1.5600359183842027	1.8878156772894763	-2.0235977932285634	-1.211647874377418	-0.5877383738837221	-1.342901223033694	-1.2652964828184965	0.6766553374900214	2.692506619243969	-0.4696244205187511	-0.3242632682813081	-0.6605543781677449	-0.6471875386905204	0.2188358924976606	-0.2932650914317929	-0.4269767935856913	-0.5978540330491015	-0.6531394128358436	-0.6255304554944622	-0.4456237604496098	-0.5194778404966106	0.7441616028282951	-0.2025407275401957	-0.2963651620760938	0.8445272663584755	-0.0467988192463405	-0.6031966919724256	-0.266219618665977	-0.46120170331022	-0.0828917380783489	-0.0567532776332047	0.6248936428113173	1.7095941708931943	-1.0766640320187937	2.764026862736773	2.52850776396688	0.0	0.0	0.0	0.0	0.0	2.1597262495002907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.327731196097794	0.0	0.0
SMP_e34a4fcd7264889b	neg	nardini90_v1	7	200	2026-02-26T14:10:41.807243+00:00	1.0413225606826986	-0.8778859931111329	0.6337971684358076	0.6183011721787052	-0.1644302703579322	-0.8931484093095121	-1.4901863107844735	-0.7696888475366402	1.091726190987592	0.8048036781708284	0.533447150652405	-0.0069637847091208	-1.115826445009011	0.3747662081784149	-0.0639315121141818	0.1534125941227618	0.5253238372077158	-0.5675965367869491	-0.6604228940812008	-0.7106460382302715	-0.0788516676759056	0.0307163879281219	-0.7560235787011195	0.8501144842055768	0.7583422073811809	1.0436345112237293	0.441727928786457	0.3592888520797795	-0.3420439346483325	-0.3242632682813081	0.2498598504879635	-0.4663262746051428	-0.5704523956505839	-0.584299087493437	-0.4269767935856913	-0.5978540330491015	0.1128802381824185	-0.3284240512260294	-0.4456237604496098	-0.5194778404966106	-0.3142897198278939	-0.0737658485084113	-0.0431390337810908	-0.088249438827191	-0.5614762318477812	-0.1085901500652297	-0.266219618665977	-0.46120170331022	-0.0828917419237571	-0.0567532459054448	0.0435716254936863	-0.6796834312339194	-0.3609069309253679	-0.2288149606080156	0.2571867332830014	-1.803218819637153	0.6810689078717723	1.277705603863919	0.0	-0.378099862461932	0.0	0.0	-0.6499574165941064	0.1124593440914487	-1.856462473416044	0.0	-0.0025517185103245	0.0	0.0	0.1004894370802512	1.4902710384952624	0.0	-0.4568058731554424	0.0	0.0	0.6860283384877813	0.0	2.0582370491843993	0.0	0.0	0.0	0.0	0.0	0.0	2.4661644786081425	0.0	0.0	0.0	0.0	0.0
SMP_7d0ce653d3f62214	neg	nardini90_v1	7	200	2026-02-26T14:10:28.257652+00:00	0.578359800473483	0.1242312789058133	-1.0447184941897016	-1.6039541071358092	-0.1854455648921984	0.9617381689003184	-0.4413274203963951	0.4760863143556285	-1.071764273421153	1.398244034490562	1.677497994227796	-0.8157332329143998	-0.5538108866628217	-0.2873462768021451	0.5838698984227182	0.3466707580778346	2.0660125364499367	-0.590465670019575	-1.0756245750387663	-0.7203718765526448	0.3458300332821702	1.0708223204308174	-0.9081125715243644	-0.4423514793873723	-1.676118112546621	-1.3943026776310474	-1.808180702392503	-0.3785714352664649	-0.5972049063891696	-0.3242632682813081	-0.6605543781677449	-0.6471875386905204	-0.5704523956505839	-0.584299087493437	-0.4269767935856913	-0.1437093324346432	-0.6531394128358436	-0.6255304554944622	-0.4456237604496098	-0.5194778404966106	-0.4554165628487191	-0.3313156065719801	-0.0431390337810908	-0.3547570688802386	-0.0467988192463405	-0.6031966919724256	-0.266219618665977	-0.46120170331022	-0.0828917245868319	-0.0567533252248445	1.0027451875542148	1.7382192762620023	1.6573491367887827	-1.4761151058065884	-0.1606737848290153	-0.5426619753052095	0.0	0.0	0.0	0.0	0.0	0.4069278174708854	-0.3850893272044016	0.0	0.0	0.0	0.0	0.0	-1.085487203738452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0037223438072571
