sample_id	label	label_source	feature_version	random_seed	num_scrambles	computed_at	comp_frac_A	comp_frac_C	comp_frac_D	comp_frac_E	comp_frac_F	comp_frac_G	comp_frac_H	comp_frac_I	comp_frac_K	comp_frac_L	comp_frac_M	comp_frac_N	comp_frac_P	comp_frac_Q	comp_frac_R	comp_frac_S	comp_frac_T	comp_frac_V	comp_frac_W	comp_frac_Y	comp_frac_polar	comp_frac_hydrophobic	comp_frac_aromatic	comp_frac_KR	comp_frac_DE	comp_FCR	comp_FCE	comp_frac_disorder_promoting	comp_cum_patch_A	comp_cum_patch_C	comp_cum_patch_D	comp_cum_patch_E	comp_cum_patch_F	comp_cum_patch_G	comp_cum_patch_H	comp_cum_patch_I	comp_cum_patch_K	comp_cum_patch_L	comp_cum_patch_M	comp_cum_patch_N	comp_cum_patch_P	comp_cum_patch_Q	comp_cum_patch_R	comp_cum_patch_S	comp_cum_patch_T	comp_cum_patch_V	comp_cum_patch_W	comp_cum_patch_Y	comp_ratio_RK	comp_ratio_ED	comp_NCPR	comp_pI	comp_hydropathy_KD	comp_PPII	pat_pol_pol	pat_pol_hyd	pat_pol_pos	pat_pol_neg	pat_pol_aro	pat_pol_ala	pat_pol_pro	pat_pol_gly	pat_hyd_hyd	pat_hyd_pos	pat_hyd_neg	pat_hyd_aro	pat_hyd_ala	pat_hyd_pro	pat_hyd_gly	pat_pos_pos	pat_pos_neg	pat_pos_aro	pat_pos_ala	pat_pos_pro	pat_pos_gly	pat_neg_neg	pat_neg_aro	pat_neg_ala	pat_neg_pro	pat_neg_gly	pat_aro_aro	pat_aro_ala	pat_aro_pro	pat_aro_gly	pat_ala_ala	pat_ala_pro	pat_ala_gly	pat_pro_pro	pat_pro_gly	pat_gly_gly
SMP_bc8c063de0d3d853	neg	exp_neg	nardini90_v1	7	30	2026-02-26T03:32:15.205819+00:00	0.3464541654005134	-0.5915895072650231	0.27553971849518333	0.06803351239418422	-0.8532228727543428	0.874662120362228	-0.17094430938108932	-0.4608332843981953	0.33406321512039466	-0.26977561318648013	-0.5371135387426351	-0.19772572924855683	0.06842210967660815	0.3257223788262356	-0.9711020398270658	0.2651507064480071	0.2023049727849394	0.26034586668400406	-0.3747728082610069	-0.3666556626316625	0.1154389333722751	-0.4169827482233492	-0.9354921054101657	-0.38136904561089235	0.20879436378949404	-0.10197342491613355	-0.06412945616640985	0.6677400291363027	0.927745469452405	-0.25602810414872446	0.648983663565149	-0.2924040775198584	-0.4038035418007731	1.5921994057035578	-0.31503207899283364	0.16387275703891974	1.393569740605059	-0.4540009796465926	-0.32062518685943675	-0.3816636754492175	0.3410241865558758	-0.05707920395251053	-0.43636775577738435	0.41946496362514585	0.2585075153982599	0.5622202452222902	-0.19374234457805456	-0.34138155622916544	-0.14679215710048346	-0.19249626834872277	-0.3862386062073366	-0.9778929591272005	-0.1742452619987318	0.09033122566270094	-0.4727591736880983	-0.4470489378928297	0.0	-0.44967707084720826	0.0	0.37157065365526143	0.0	0.5100174869179833	-0.574601233438668	0.0	0.38154836264581	0.0	1.3779036291722844	0.0	0.5538995857709101	0.0	0.0	0.0	0.0	0.0	0.0	0.30743343603436885	0.0	0.03652633128285147	0.0	2.262469429723733	0.0	0.0	0.0	0.0	0.10589506224142387	0.0	2.767327203055382	0.0	0.0	2.9585663398801234
SMP_ddf1e0edb03e273f	idr_pos	experimental	nardini90_v1	7	30	2026-02-26T03:28:02.232568+00:00	-0.10695526759362042	-0.5915895072650231	-0.542627998565329	-0.46178408406188765	0.7970222601542094	-0.055943531216963736	-0.12483730854036114	0.7816049890222418	0.16756819239198784	-0.2204773043835259	1.1080966296014765	0.07989504650053406	1.060579971914396	0.46116643557146303	-0.2228214405718505	-0.7622176290131419	-0.3099141689617141	-0.10824228387171454	-0.5117020220327744	-0.2353149717013922	-0.48368897802553223	0.5512576049614989	0.18673710674718091	-0.01598047328190428	-0.6573947238761951	-0.5370193883476604	0.028418299764315376	-0.01042094026111427	-0.303714847338992	-0.25602810414872446	-0.5006335880780182	-0.2924040775198584	-0.4038035418007731	-0.1429045251485388	0.7453284203332137	0.16387275703891974	0.7581739744211635	-0.4540009796465926	-0.32062518685943675	0.6228201882385431	1.4522496794728834	-0.05707920395251053	-0.43636775577738435	-0.3020580796279728	-0.41271676051462447	-0.0966050025736064	-0.19374234457805456	-0.34138155622916544	-0.14679215425519146	-0.19249626319954583	0.4558250413738936	1.349043417405364	0.3740902862019537	1.1131630525778153	-0.1898765719604528	-1.4763007853027932	-0.45047874834689344	0.0	0.0	0.0	0.7096910263850708	0.0	-1.355073438178487	1.1442805067580568	0.0	0.0	0.0	-0.06799637740629122	0.0	1.8432459068662435	0.0	0.0	0.0	4.748082465321323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2581727121261537	0.0	0.0
SMP_394cfc5d2ddbbf0e	idr_pos	experimental	nardini90_v1	7	30	2026-02-26T03:28:06.736758+00:00	-0.12580080888422657	0.2152840166823372	0.00957913980909873	-0.06990448965622592	0.06947357953006865	0.003638760079517098	0.12296893646034283	1.4367284580890127	-0.3082385224051848	-0.10634940140239181	0.5921069202965056	-0.22662036069817476	-0.2597562173588664	-0.4363448693240192	-0.18918682959694436	-0.41498816256978216	0.47125003518267444	0.047504580060275504	0.10139217649970172	0.6886471944881929	-0.29325851740325337	0.7543788160788324	0.5025918229271538	-0.367992991671393	-0.047022302262271706	-0.29712868723037805	-0.42692212019837245	-0.8116298195940228	-0.303714847338992	-0.25602810414872446	0.4190602132365156	-0.2924040775198584	-0.4038035418007731	-0.04083958803959194	0.7453284203332137	0.7454755953344467	-0.5126175579466272	-0.25539417664752156	-0.32062518685943675	0.12057825639466281	-0.16407831022458225	-0.05707920395251053	-0.43636775577738435	-0.12167731881469315	1.2653439292675865	-0.42601762647155467	-0.19374234457805456	-0.34138155622916544	-0.14679215215446897	-0.19249626694440175	-0.19661673354959225	-0.7517324202045891	0.7091023231600003	-0.3390422285239617	-0.4082924572631269	-1.1134990870513723	0.0	0.715754319676599	0.0	0.0	0.0	0.0	-1.0497135149745895	0.0	0.589765065910407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1736087557245721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMP_06e182f74baa47d7	neg	exp_neg	nardini90_v1	7	30	2026-02-26T03:43:35.533780+00:00	0.13992132331332055	-0.5915895072650231	-0.24524942650157625	0.5843757651746175	0.03333641917145881	-0.08603593564142241	0.09086417638827624	0.3017773560470576	0.9439628821911347	-0.10045488333633314	-0.4169964220371292	-0.41465149974835175	-0.6113292120986195	-0.03747060114490901	-0.6932447195557377	-0.26027460519731266	-0.006397747118428339	1.1864397990064153	-0.06720872809672916	-0.3230333440834564	-0.4940113768256183	0.507785168633804	-0.19965282031017978	0.28276481215462246	0.2985593425262487	0.4381884618465085	0.10965547045295783	0.0977369653725853	0.04813095745855001	-0.25602810414872446	-0.5006335880780182	0.41289337166141943	-0.4038035418007731	-0.44909933647537936	-0.31503207899283364	-0.4177300812566072	0.1227782082372682	-0.4540009796465926	-0.32062518685943675	-0.3816636754492175	-0.3661193089367655	-0.2526023708897796	-0.43636775577738435	-0.4824388404412525	-0.41271676051462447	-0.42601762647155467	-0.19374234457805456	-0.34138155622916544	-0.14679215663260306	-0.19249625069440182	-0.03486853088724236	-0.2796989483479369	0.29070334815007	-0.10637649133785569	1.0169293978171088	-0.7429165503746114	-0.36079757502426263	1.0354968881090187	0.0	0.0	0.0	0.0	0.11014905836795694	0.6004784430710434	-0.30244297427036115	0.0	0.0	0.0	0.0	1.8649469311519327	0.8393110717347738	0.0	0.0	0.0	0.0	1.368141786132946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMP_376cc685296e513a	neg	exp_neg	nardini90_v1	7	30	2026-02-26T03:36:22.614645+00:00	-0.4245992315959035	-0.061269914294041924	-0.16055381241214514	-0.5693351795193429	0.6241941111855083	-0.10808433858624285	0.0038634109489098538	-0.05780849985326437	-0.5637995854175815	0.10445977503959816	-0.05130578499635577	0.23559007525152809	0.11157611000393959	0.15612527797131184	0.24588540772070785	-0.38199485434350317	0.5143525797043187	0.2289900106843189	0.6367273043501039	1.2529398404488135	0.1706705693402535	0.13804209354961075	1.4222427486272275	-0.28044102749590566	-0.5195091255418055	-0.613253528517617	-0.5424769273436177	-0.8185718074869519	0.224053859857321	2.1138122796229566	-0.04078668742075129	-0.2924040775198584	5.83581941325557	-0.04083958803959194	0.7453284203332137	0.16387275703891974	-0.19491967485467948	0.9362466413469044	1.3216548052694288	0.37169922231660296	0.6440856846241506	0.13844396298475856	0.9379214535440918	0.8704168656583451	2.9434046190497973	0.5622202452222902	3.718939752321512	1.8105959259174813	-0.146792146297658	-0.19249627248645423	0.19287891660272788	0.7176613553944552	0.250511736497384	-0.17326485435836148	1.5033236966597334	1.3049912569319735	1.1396016880822182	0.0	3.278675039857586	0.0	0.0	0.0	1.7950156538751456	2.7891467919703046	0.0	2.170247172209165	0.0	0.0	0.0	0.3194445364486945	0.0	-1.2604696983402466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.249146145633092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMP_9d7d821634ed7bd2	idr_pos	experimental	nardini90_v1	7	30	2026-02-26T03:29:12.171806+00:00	0.039377813833167595	-0.31754327435677554	-1.096275026331116	-1.2518301112861363	0.27408804156057615	-0.5484410167060114	1.776797928280861	-0.34773991985340075	-1.176553365008472	-0.9181997815276476	0.52928147089446	-0.4459130240949414	2.613434918615098	3.958346708713558	-0.7229813518317143	-0.6475305975393875	0.2897477314603514	-0.6897896222029644	-0.5117020220327744	0.7186705703016601	1.8014012860768445	-0.8341031970381022	0.4166159252797096	-1.4052020103422735	-1.5676500901167436	-2.2447254604610505	-0.8327122800953489	0.5980997158776907	0.224053859857321	-0.25602810414872446	-0.5006335880780182	-0.527503227246951	-0.4038035418007731	-0.1429045251485388	-0.31503207899283364	-0.4177300812566072	-0.5126175579466272	-0.25539417664752156	-0.32062518685943675	-0.3816636754492175	1.2502086807607002	1.116059797671104	-0.0927954534470153	-0.4824388404412525	-0.0771046225581823	-0.42601762647155467	-0.19374234457805456	-0.34138155622916544	2.2105286493307275	-0.19249628379625347	0.23276888553003935	0.9079386041269755	-0.43306153088178856	2.6798952883825002	-0.37010107446401747	1.3399859224423627	0.0	0.0	0.0	0.0	-0.6585530799993181	0.0	2.463288920273594	0.0	0.0	0.0	0.0	3.1123194411652277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5148819309616105	0.0	0.0
SMP_01d8cb7873df0a93	neg	exp_neg	nardini90_v1	7	30	2026-02-26T03:32:25.003152+00:00	-0.4502289935440225	-0.19857746782296265	0.3288663643658681	-0.5733354334207933	0.5695110310038568	0.19937911997630492	0.8799610182629496	0.8404147869041784	-0.6423147755977184	-0.2607949135208256	-0.2812899025081804	0.0054923091887596935	-0.19051703549099136	-0.02906409403939005	0.18159843996097474	0.11445795712070168	-0.4118705897359444	-0.08915918733404157	0.16020644554496835	1.7104768310300096	0.08538444419535876	0.01678253507216281	1.4761868113152286	-0.38485489031008147	-0.24241196701362228	-0.4652826089185035	-0.5554627251939808	-0.7365079060289322	-0.303714847338992	-0.25602810414872446	0.4190602132365156	-0.2924040775198584	0.6361336173752841	-0.04083958803959194	0.7453284203332137	0.16387275703891974	-0.5126175579466272	-0.4540009796465926	-0.32062518685943675	-0.3816636754492175	0.24000368719978418	-0.2526023708897796	-0.43636775577738435	-0.12167731881469315	-0.41271676051462447	-0.42601762647155467	-0.19374234457805456	1.8105959259174813	-0.14679214521433043	-0.19249627613056158	-0.06870539111258105	-0.15869891426453817	0.15109210017119518	-0.4425462540434937	1.495922688734593	-0.6613522354149108	0.0	1.118599663231491	1.6372064502406067	0.0	0.0	0.0	0.36210309415408426	0.0	0.5894369968750749	-0.7251235775116216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.298905626084789	0.9083892279138525	0.0	0.0	0.0	0.41968583772963175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMP_05f2de12c2eef331	idr_pos	experimental	nardini90_v1	7	30	2026-02-26T03:30:36.384974+00:00	0.1787517781616727	0.2073848250677618	-0.10208891575310382	-0.6362539292061702	0.5468154398544	-0.11976368275769798	0.2580419719115883	-0.24386327815199144	-0.5347782113968432	-0.3017636536210097	-0.11228789897215041	-0.07943787232990654	1.070043518998013	0.5611979593151771	-0.16946370299104516	0.2701330624708881	-0.4909703294109811	-0.05860557622676429	0.3161508176761924	-0.0411678577765398	0.29786780218358544	-0.3498923681408218	0.4621765972124689	-0.5331317083731143	-0.5363108958405088	-0.8048978360198613	-0.22907941972939053	0.1929545187375513	1.631437079047489	-0.25602810414872446	0.8789071138937824	0.17779422193432678	1.6760707765513412	0.9798097830498765	2.8660494189853085	-0.4177300812566072	-0.19491967485467948	0.3404262323496914	-0.32062518685943675	0.6228201882385431	2.260413674321616	1.311582964608373	0.5943491512137228	1.5919399089114639	-0.0771046225581823	-0.0966050025736064	-0.19374234457805456	0.734607184844158	-0.14679215003097149	-0.19249627413409143	0.04689387241652909	0.011341016204358182	0.16767233589130998	0.8319894094220452	3.6587780379301336	3.427442250790717	0.0	0.0	0.0	0.0	2.012117561781846	0.0	1.5521349542250737	0.0	0.0	0.0	0.0	3.197014841185588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5188295610079483	0.0	0.0
SMP_200dd789dacef628	neg	exp_neg	nardini90_v1	7	30	2026-02-26T03:33:42.137968+00:00	-0.2619168231502308	1.1021260747402934	-0.37191109309135983	-0.40120467185665576	0.42661979131477107	0.4654145639736534	-0.4807530922148241	-0.5848542928702235	-0.3707335773059489	0.39028671984258745	-0.561314574241701	-0.3841061159531317	0.6725587337793878	-0.12763928314976364	-0.16359584540955918	0.02951181295468455	0.5815998037228021	0.39047775056297374	0.003078630187144309	0.10105161551081683	0.10815514916740612	-0.013254733587779519	0.34578886735305914	-0.400182957973188	-0.5141905583095229	-0.6934466161315064	-0.3277218789175597	-0.08706798506713109	-0.039830493740835485	-0.25602810414872446	-0.04078668742075129	-0.05730492779276582	-0.4038035418007731	0.36742016039619546	-0.31503207899283364	0.16387275703891974	-0.19491967485467948	0.7376398383478334	-0.32062518685943675	-0.3816636754492175	1.2502086807607002	-0.2526023708897796	0.2507768488833537	-0.12167731881469315	0.2585075153982599	0.23280762132434188	-0.19374234457805456	-0.34138155622916544	-0.14679215156366174	-0.19249626614193263	0.11429125065723847	0.17118864430264732	0.6227676729044738	0.09391176556258561	-0.9215216871913443	-0.3253853092575934	0.0	0.0	0.0	0.0	-0.639851305092956	-1.2604371082043562	1.8087640695713445	0.0	0.0	0.0	0.0	0.7048840094997105	1.4005722370479359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.512729956361795	1.6257543839964657	0.3018660800486612
SMP_d5b4de8552de47c7	neg	exp_neg	nardini90_v1	7	30	2026-02-26T03:41:30.142437+00:00	-0.139289241990701	-0.3342364459044861	-0.4670644486885774	-0.6863656958616741	1.9244839050450058	0.03694034358261798	-0.43058014160117974	0.11348758736569522	-0.5643484839958952	-0.1724757208236579	0.6122304459775607	0.18004289342357394	0.019514963810453118	0.5478697946236425	-0.7498931118610245	0.2517976291517498	-0.2257343035641428	1.0950798779510984	0.3682593212923913	0.05074571027883705	0.2161166462102272	0.7463318877720695	1.45348146306066	-0.9414234596359834	-0.7828297255254933	-1.2899934672022149	-1.253628898801051	-0.6993752672273559	-0.12779194494022098	-0.25602810414872446	-0.5006335880780182	-0.527503227246951	-0.4038035418007731	-0.24496946225748564	-0.31503207899283364	-0.4177300812566072	-0.5126175579466272	-0.05678737364845059	-0.32062518685943675	-0.3816636754492175	-0.3661193089367655	0.13844396298475856	-0.0927954534470153	-0.12167731881469315	-0.41271676051462447	0.397513933273316	-0.19374234457805456	-0.34138155622916544	-0.14679215436999604	-0.19249627055551288	-0.03354571704708213	-0.7341585145652904	1.2282381249921652	-0.2577388671859815	-0.6299567698721442	-0.1730872140755014	0.0	0.0	-0.6682167382040365	0.0	0.0	0.0	-0.3392716054675105	0.0	0.0	0.1652983870651989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.470096948281225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
